text,meta,spans,label,accept,_input_hash,_task_hash
That's not the argument. The point is why aren't the liberal celebrities speaking out against -JOHN DOE-?,"{'tweet_id': '916670443804864513', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 94, 'end': 104, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1480017642,916244175
Imagine the locker room talk between @<OTHER TARGET 1> and #-JOHN DOE-. #WeinteinIsARapist #<OTHER TARGET 1>IsARapist #<OTHER TARGET 1>,"{'tweet_id': '918509384711507969', 'mask_map': {'<TARGET 1>': 'Ben Affleck', '<TARGET 2>': 'Harvey Weinstein'}, 'pattern_match': False, 'target_label': '<TARGET 2>', 'target': 'Harvey Weinstein'}","[{'start': 60, 'end': 70, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],936528097,-212218139
"So, why won't Netflix end it's contract with <OTHER TARGET 2>? They've ended ties with <OTHER TARGET 3> and -JOHN DOE-...","{'tweet_id': '929064400966881280', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Danny Masterson', '<TARGET 3>': 'Kevin Spacey'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 108, 'end': 118, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1890181443,637160874
"See also <OTHER TARGET 1>, actively working with Netflix (the same people who cut ties to -JOHN DOE-) in spite of multiple rape accusations.","{'tweet_id': '926816749193977856', 'mask_map': {'<TARGET 1>': 'Danny Masterson', '<TARGET 2>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 90, 'end': 100, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],403362187,-1768024650
I refuse to believe that -JOHN DOE-'s nineteenth-century literati clown hair is real.,"{'tweet_id': '922982778462920704', 'mask_map': {'<TARGET 1>': 'Leon Wieseltier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Leon Wieseltier'}","[{'start': 25, 'end': 35, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],2020918390,557014790
"NPR host identifies woman who complained about -JOHN DOE- as a ""junior colleague"". WTH?","{'tweet_id': '925712028509130752', 'mask_map': {'<TARGET 1>': 'Michael Oreskes'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Michael Oreskes'}","[{'start': 47, 'end': 57, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1172292203,-1278291781
Has Jan -JOHN DOE- commented on that sex abuse allegation against him?,"{'tweet_id': '929093210789556224', 'mask_map': {'<TARGET 1>': 'Jann Wenner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jann Wenner'}","[{'start': 8, 'end': 18, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1737660014,-2114793385
Waiting to hear @joenbc condemn @<OTHER TARGET 1> the way he demanded every guest denounce perv -JOHN DOE- a week ago URL,"{'tweet_id': '923758726212972544', 'mask_map': {'<TARGET 1>': 'Mark Halperin', '<TARGET 2>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Harvey Weinstein'}","[{'start': 96, 'end': 106, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],236625186,-298814601
Hot topic this past week: who would be the first big agent to get caught up in a sexual harassment scandal? I was not expecting -JOHN DOE-.,"{'tweet_id': '926563159900426240', 'mask_map': {'<TARGET 1>': 'Adam Venit'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Adam Venit'}","[{'start': 128, 'end': 138, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1392222871,1921385129
Are all these men guilty... -JOHN DOE- is definite guilty but all these others need to be looked into harder. Not all men rape Yikes,"{'tweet_id': '927973550736080896', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 28, 'end': 38, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2094627197,-50432629
#<OTHER TARGET 2> and #-JOHN DOE- need to be dropped into fucking bleach URL,"{'tweet_id': '922265935238512640', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 23, 'end': 33, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1027414865,-1755373619
"//All my gay peeps, -JOHN DOE- can no longer be your celebrity idol anymore. He's been added to the list of child diddlers and sexual abusers. Have fun with that knowledge","{'tweet_id': '929233687312441344', 'mask_map': {'<TARGET 1>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'George Takei'}","[{'start': 20, 'end': 30, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1008134643,-635654450
Alleged rapist -JOHN DOE- still has a @netflix series.,"{'tweet_id': '926817529921617923', 'mask_map': {'<TARGET 1>': 'Danny Masterson'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 15, 'end': 25, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-2106568227,1004867817
"There were so many allegations made against <OTHER TARGET 1> and solid evidence to support it, including voice recordings. So far there is no evidence against -JOHN DOE-, so you really cant compare the two.","{'tweet_id': '928207184789430273', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Ed Westwick'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Ed Westwick'}","[{'start': 159, 'end': 169, 'label': 'TARGET', 'target': '<TARGET 2>'}]",0,[0],1376812526,-644148107
But did you know about your buddy Jeremy's despicable behavior? Legions are pondering voicing their -JOHN DOE- stories...,"{'tweet_id': '925827104817606657', 'mask_map': {'<TARGET 1>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jeremy Piven'}","[{'start': 100, 'end': 110, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1028801890,2022437694
"Hopefully Trump RT @dmcparson: The other day it was <OTHER TARGET 1>, then -JOHN DOE-, and today it's <OTHER TARGET 3>. Who will it be tomorrow?","{'tweet_id': '925819622208737280', 'mask_map': {'<TARGET 1>': 'Kevin Spacey', '<TARGET 2>': 'Jeremy Piven', '<TARGET 3>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Jeremy Piven'}","[{'start': 75, 'end': 85, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],1298161442,-914554126
"Damned, I liked Matt Damon. But now he's just a hired thug. And his BFF -JOHN DOE- doesn't seem to be Batman either.","{'tweet_id': '918586235240747010', 'mask_map': {'<TARGET 1>': 'Ben Affleck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ben Affleck'}","[{'start': 72, 'end': 82, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-350314248,-1001893133
Crystal Castles tour dates cancelled following -JOHN DOE- rape and assault allegations. ПИЗДЕЦ,"{'tweet_id': '923619475072700416', 'mask_map': {'<TARGET 1>': 'Ethan Kath'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ethan Kath'}","[{'start': 47, 'end': 57, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1137932032,1785684833
"are you going to address the -JOHN DOE- story on show? Shocked even with ""overwhelming"" evidence, no charges.","{'tweet_id': '926574270968459265', 'mask_map': {'<TARGET 1>': 'Danny Masterson'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 29, 'end': 39, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],766183623,-1940736700
"What's so great about -JOHN DOE- that allowed him to stay at @DCComics while others were pushed out over nothing?! Who's covering this up, and are they covering for other abusers who haves worked there or still work there?! We need some answers!","{'tweet_id': '929415598274170882', 'mask_map': {'<TARGET 1>': 'Eddie Berganza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Eddie Berganza'}","[{'start': 22, 'end': 32, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1326147365,942498605
"This is not in re: anything in particular, though maybe we're due for a reckoning? Thinking of college stories about a -JOHN DOE--esque dude","{'tweet_id': '923223267057586177', 'mask_map': {'<TARGET 1>': 'Leon Wieseltier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Leon Wieseltier'}","[{'start': 119, 'end': 129, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-492382765,822190425
Joe did you witness the sexual predator -JOHN DOE- harass women? Or Mark H or Harvey were you aware of these dems dark secret?,"{'tweet_id': '926502436503740417', 'mask_map': {'<TARGET 1>': 'David Corn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Corn'}","[{'start': 40, 'end': 50, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-424157127,1043419189
It kinda looks like... -JOHN DOE- the Mono. URL,"{'tweet_id': '921558028293357568', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 23, 'end': 33, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1345643970,-538516517
"Like, seriously, this is such a bad take, made all the worse by the -JOHN DOE- news. URL","{'tweet_id': '929825695496396805', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 68, 'end': 78, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],88377275,-1222623942
"What channel are you watching @billmaher @CNN Lets begin with Clinton, <OTHER TARGET 2>, Menendez, -JOHN DOE-, Moore, <OTHER TARGET 1>... get a grip on yourself Maher. #WakeUp","{'tweet_id': '929460780805877760', 'mask_map': {'<TARGET 1>': 'Steve Lebsock', '<TARGET 2>': 'Matthew Weiner', '<TARGET 3>': 'Tony Mendoza'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Tony Mendoza'}","[{'start': 99, 'end': 109, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],-181402898,-139445513
Never mind I hate every -JOHN DOE- teacher,"{'tweet_id': '925761700825051138', 'mask_map': {'<TARGET 1>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Dustin Hoffman'}","[{'start': 24, 'end': 34, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1267992957,-1892515755
"Happy Halloween from our little Aj, our mexican yorkie From -JOHN DOE-, ns URL","{'tweet_id': '925314647200358400', 'mask_map': {'<TARGET 1>': 'Todd Heatherton'}, 'target_label': '<TARGET 1>', 'target': 'Todd Heatherton'}","[{'start': 60, 'end': 70, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1301164921,1616887519
"-JOHN DOE-, say hello to kindred spirit, Anthony <OTHER TARGET 2>. URL","{'tweet_id': '926201325884510208', 'mask_map': {'<TARGET 1>': 'Andy Dick', '<TARGET 2>': 'Matthew Weiner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andy Dick'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],689520252,-1675458581
"<OTHER TARGET 2>, Wienstein and -JOHN DOE- were afloat on the River Collusion when Julian Assange came to them as The Man in The Moon and he said...","{'tweet_id': '925207148275163136', 'mask_map': {'<TARGET 1>': 'Kevin Spacey', '<TARGET 2>': 'James Toback'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 32, 'end': 42, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1417111509,-843920454
"The scene from ""Close Encounters of the Third Kind"" when Roy (-JOHN DOE-) starts forming his vision out of mashed potatoes. 1977 URL","{'tweet_id': '928970558036938752', 'mask_map': {'<TARGET 1>': 'Richard Dreyfuss'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Richard Dreyfuss'}","[{'start': 62, 'end': 72, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1279595502,1296768628
".@GOP: And then they said, 'If <OTHER TARGET 1> is a bad man, -JOHN DOE- is too!' #-JOHN DOE-ChildMolester URL","{'tweet_id': '929047704109494272', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Roy Moore'}","[{'start': 83, 'end': 93, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],387937732,-2117201019
So now does -JOHN DOE- release a thoughtful statement in which he comes out as a giant piece of shit?,"{'tweet_id': '925805901281296384', 'mask_map': {'<TARGET 1>': 'Brett Ratner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 12, 'end': 22, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-2057855433,1016842548
"Okay,if no one else on twitter will say it directly and succinctly I will. Stop being pervs, you creepy,old,rich ASSHOLE men.#-JOHN DOE-","{'tweet_id': '926554302738587649', 'mask_map': {'<TARGET 1>': 'Howie Rubin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Howie Rubin'}","[{'start': 126, 'end': 136, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-296595606,1679119511
Difference in Anthony -JOHN DOE- is that he pleaded guilty in federal court. <OTHER TARGET 2> hasn't been found guilty in a court of law. I'm not sure if the accusations against <OTHER TARGET 2> has been corroborated. The timing is suspicious but that doesn't mean he's innocent.,"{'tweet_id': '929076591577231365', 'mask_map': {'<TARGET 1>': 'Matthew Weiner', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Matthew Weiner'}","[{'start': 22, 'end': 32, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1135382510,168474064
the way all the women of one tree hill are coming together and standing strong is incredible. what -JOHN DOE- did to these women off air and on set is absolutely disgusting. i have the utmost respect for every single one of them and their strength is truly inspiring. #BurnitDownSis💘,"{'tweet_id': '930400921514897408', 'mask_map': {'<TARGET 1>': 'Mark Schwahn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Schwahn'}","[{'start': 99, 'end': 109, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],2090872795,-1109309476
"Hearing -JOHN DOE- did this is deeply disappointing. But these sorts of casual abuses are so common, and so commonly ignored, that society needs a wake up call. Never acceptable, no ""youthful"" exceptions, you will face justice.","{'tweet_id': '929200237737947136', 'mask_map': {'<TARGET 1>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'George Takei'}","[{'start': 8, 'end': 18, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-544655774,-2025138558
"Wholly shit... <OTHER TARGET 1>, -JOHN DOE-, and now <OTHER TARGET 2>. I wonder who in showbiz is next.","{'tweet_id': '925907553120239618', 'mask_map': {'<TARGET 1>': 'Brett Ratner', '<TARGET 2>': 'Jeremy Piven', '<TARGET 3>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 3>', 'target': 'Dustin Hoffman'}","[{'start': 33, 'end': 43, 'label': 'TARGET', 'target': '<TARGET 3>'}]",1,[1],-1747803384,-1502595522
"Oh not -JOHN DOE-, too. God fucking damn it.","{'tweet_id': '928498594604204032', 'mask_map': {'<TARGET 1>': 'Jeffrey Tambor'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jeffrey Tambor'}","[{'start': 7, 'end': 17, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],692369624,-2103415814
"Proving Jesus existed doesn't make him a god. I can prove that -JOHN DOE- exists, doesn't mean he can actually levitate. 🙄 URL","{'tweet_id': '920983449212719110', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 63, 'end': 73, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],222349643,-1883124660
touchdown -JOHN DOE- barker!!!!! hawks up 40-7 @FanstandATX,"{'tweet_id': '921193396995280896', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 10, 'end': 20, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-814326180,-2111243743
"Wow, just caught up on the -JOHN DOE- news. Honestly sickened. Hopefully Nick keeps the show running to support the crew members. Yes","{'tweet_id': '921791887077408768', 'mask_map': {'<TARGET 1>': 'Chris Savino'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Chris Savino'}","[{'start': 27, 'end': 37, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1652803242,-858251323
Trump is going to have a field day if/when Alec Baldwin stuff comes out-Alec was close to -JOHN DOE-,"{'tweet_id': '922180640979681281', 'mask_map': {'<TARGET 1>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'James Toback'}","[{'start': 90, 'end': 100, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-215617587,777239123
"#-JOHN DOE- FUCK steven little man -JOHN DOE-, he's a cunt!!!","{'tweet_id': '928813477690576896', 'mask_map': {'<TARGET 1>': 'Steven Seagal'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steven Seagal'}","[{'start': 1, 'end': 11, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],335763741,-2144579152
Question: if -JOHN DOE- and <OTHER TARGET 2> are disgusting liberals why does #Judge<OTHER TARGET 3> 'have a right to defend his allegations'?,"{'tweet_id': '929173769884647424', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 13, 'end': 23, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-2134400447,394805436
Where the fuck is Bruce Lee? And Donnie Yen? Both are better than -JOHN DOE-.,"{'tweet_id': '929134884601208832', 'mask_map': {'<TARGET 1>': 'Steven Seagal'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steven Seagal'}","[{'start': 66, 'end': 76, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1805575214,-998371994
"Crazy, huh? I realized I knew all about -JOHN DOE-, and then remembered how.","{'tweet_id': '922209720861048832', 'mask_map': {'<TARGET 1>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'James Toback'}","[{'start': 40, 'end': 50, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-817866281,-1492813981
Today's fallen legends are <OTHER TARGET 2> and -JOHN DOE-. #RIP,"{'tweet_id': '930460818415775744', 'mask_map': {'<TARGET 1>': 'Tom Sizemore', '<TARGET 2>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Tom Sizemore'}","[{'start': 48, 'end': 58, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],543402859,-633897141
